"id","serial_number","card_name","rarity_id","set_id"
1463,"104/112","Blastoise ex",10,NULL
1464,"105/112","Charizard ex",10,NULL
1465,"106/112","Clefable ex",10,NULL
1466,"107/112","Electrode ex",10,NULL
1467,"108/112","Gengar ex",10,NULL
1468,"109/112","Gyarados ex",10,NULL
1469,"110/112","Mr. Mime ex",10,NULL
1470,"111/112","Mr. Mime ex",10,NULL
1471,"112/112","Venusaur ex",10,NULL
1472,"113/112","Charmander",NULL,NULL
1473,"114/112","Articuno ex",NULL,NULL
1474,"115/112","Moltres ex",NULL,NULL
1475,"116/112","Zapdos ex",NULL,NULL
1476,"1/109","Azumarill",4,NULL
1477,"2/109","Dark Ampharos",4,NULL
1478,"3/109","Dark Crobat",4,NULL
1479,"4/109","Dark Electrode",4,NULL
1480,"5/109","Dark Houndoom",4,NULL
1481,"6/109","Dark Hypno",4,NULL
1482,"7/109","Dark Marowak",4,NULL
1483,"8/109","Dark Octillery",4,NULL
1484,"9/109","Dark Slowking",4,NULL
1485,"10/109","Dark Steelix",4,NULL
1486,"11/109","Jumpluff",4,NULL
1487,"12/109","Kingdra",4,NULL
1488,"13/109","Piloswine",4,NULL
1489,"14/109","Togetic",4,NULL
1490,"15/109","Dark Dragonite",3,NULL
1491,"16/109","Dark Muk",3,NULL
1492,"17/109","Dark Raticate",3,NULL
1493,"18/109","Dark Sandslash",3,NULL
1494,"19/109","Dark Tyranitar",3,NULL
1495,"20/109","Dark Tyranitar",3,NULL
1496,"21/109","Delibird",3,NULL
1497,"22/109","Furret",3,NULL
1498,"23/109","Ledian",3,NULL
1499,"24/109","Magby",3,NULL
1500,"25/109","Misdreavus",3,NULL
1501,"26/109","Quagsire",3,NULL
1502,"27/109","Qwilfish",3,NULL
1503,"28/109","Yanma",3,NULL
1504,"29/109","Dark Arbok",2,NULL
1505,"30/109","Dark Ariados",2,NULL
1506,"31/109","Dark Dragonair",2,NULL
1507,"32/109","Dark Dragonair",2,NULL
1508,"33/109","Dark Flaaffy",2,NULL
1509,"34/109","Dark Golbat",2,NULL
1510,"35/109","Dark Golduck",2,NULL
1511,"36/109","Dark Gyarados",2,NULL
1512,"37/109","Dark Houndoom",2,NULL
1513,"38/109","Dark Magcargo",2,NULL
1514,"39/109","Dark Magneton",2,NULL
1515,"40/109","Dark Pupitar",2,NULL
1516,"41/109","Dark Pupitar",2,NULL
1517,"42/109","Dark Weezing",2,NULL
1518,"43/109","Heracross",2,NULL
1519,"44/109","Magmar",2,NULL
1520,"45/109","Mantine",2,NULL
1521,"46/109","Rocket's Meowth",2,NULL
1522,"47/109","Rocket's Wobbuffet",2,NULL
1523,"48/109","Seadra",2,NULL
1524,"49/109","Skiploom",2,NULL
1525,"50/109","Togepi",2,NULL
1526,"51/109","Cubone",1,NULL
1527,"52/109","Dratini",1,NULL
1528,"53/109","Dratini",1,NULL
1529,"54/109","Drowzee",1,NULL
1530,"55/109","Ekans",1,NULL
1531,"56/109","Grimer",1,NULL
1532,"57/109","Hoppip",1,NULL
1533,"58/109","Horsea",1,NULL
1534,"59/109","Houndour",1,NULL
1535,"60/109","Houndour",1,NULL
1536,"61/109","Koffing",1,NULL
1537,"62/109","Larvitar",1,NULL
1538,"63/109","Larvitar",1,NULL
1539,"64/109","Ledyba",1,NULL
1540,"65/109","Magikarp",1,NULL
1541,"66/109","Magnemite",1,NULL
1542,"67/109","Mareep",1,NULL
1543,"68/109","Marill",1,NULL
1544,"69/109","Onix",1,NULL
1545,"70/109","Psyduck",1,NULL
1546,"71/109","Rattata",1,NULL
1547,"72/109","Rattata",1,NULL
1548,"73/109","Remoraid",1,NULL
1549,"74/109","Sandshrew",1,NULL
1550,"75/109","Sentret",1,NULL
1551,"76/109","Slowpoke",1,NULL
1552,"77/109","Slugma",1,NULL
1553,"78/109","Spinarak",1,NULL
1554,"79/109","Swinub",1,NULL
1555,"80/109","Voltorb",1,NULL
1556,"81/109","Wooper",1,NULL
1557,"82/109","Zubat",1,NULL
1558,"83/109","Copycat",2,NULL
1559,"84/109","Pokémon Retriever",2,NULL
1560,"85/109","Pow! Hand Extension",2,NULL
1561,"86/109","Rocket's Admin.",2,NULL
1562,"87/109","Rocket's Hideout",2,NULL
1563,"88/109","Rocket's Mission",2,NULL
1564,"89/109","Rocket's Poké Ball",2,NULL
1565,"90/109","Rocket's Tricky Gym",2,NULL
1566,"91/109","Surprise! Time Machine",2,NULL
1567,"92/109","Swoop! Teleporter",2,NULL
1568,"93/109","Venture Bomb",2,NULL
1569,"94/109","Dark Metal Energy",2,NULL
1570,"95/109","R Energy",2,NULL
1571,"96/109","Rocket's Articuno ex",10,NULL
1572,"97/109","Rocket's Entei ex",10,NULL
1573,"98/109","Rocket's Hitmonchan ex",10,NULL
1574,"99/109","Rocket's Mewtwo ex",10,NULL
1575,"100/109","Rocket's Moltres ex",10,NULL
1576,"101/109","Rocket's Scizor ex",10,NULL
1577,"102/109","Rocket's Scyther ex",10,NULL
1578,"103/109","Rocket's Sneasel ex",10,NULL
1579,"104/109","Rocket's Snorlax ex",10,NULL
1580,"105/109","Rocket's Suicune ex",10,NULL
1581,"106/109","Rocket's Zapdos ex",10,NULL
1582,"107/109","Mudkip",19,NULL
1583,"108/109","Torchic",19,NULL
1584,"109/109","Treecko",19,NULL
1585,"110/109","Charmeleon",NULL,NULL
1586,"111/109","Here Comes Team Rocket!",NULL,NULL
1587,"1/107","Altaria",4,NULL
1588,"2/107","Beautifly",4,NULL
1589,"3/107","Breloom",4,NULL
1590,"4/107","Camerupt",4,NULL
1591,"5/107","Claydol",4,NULL
1592,"6/107","Crawdaunt",4,NULL
1593,"7/107","Dusclops",4,NULL
1594,"8/107","Gyarados",4,NULL
1595,"9/107","Jirachi",4,NULL
1596,"10/107","Ludicolo",4,NULL
1597,"11/107","Metagross",4,NULL
1598,"12/107","Mightyena",4,NULL
1599,"13/107","Ninjask",4,NULL
1600,"14/107","Shedinja",4,NULL
1601,"15/107","Slaking",4,NULL
1602,"16/107","Deoxys",3,NULL
1603,"17/107","Deoxys",3,NULL
1604,"18/107","Deoxys",3,NULL
1605,"19/107","Ludicolo",3,NULL
1606,"20/107","Magcargo",3,NULL
1607,"21/107","Pelipper",3,NULL
1608,"22/107","Rayquaza",3,NULL
1609,"23/107","Sableye",3,NULL
1610,"24/107","Seaking",3,NULL
1611,"25/107","Shiftry",3,NULL
1612,"26/107","Skarmory",3,NULL
1613,"27/107","Tropius",3,NULL
1614,"28/107","Whiscash",3,NULL
1615,"29/107","Xatu",3,NULL
1616,"30/107","Donphan",2,NULL
1617,"31/107","Golbat",2,NULL
1618,"32/107","Grumpig",2,NULL
1619,"33/107","Lombre",2,NULL
1620,"34/107","Lombre",2,NULL
1621,"35/107","Lotad",2,NULL
1622,"36/107","Lunatone",2,NULL
1623,"37/107","Magcargo",2,NULL
1624,"38/107","Manectric",2,NULL
1625,"39/107","Masquerain",2,NULL
1626,"40/107","Metang",2,NULL
1627,"41/107","Minun",2,NULL
1628,"42/107","Nosepass",2,NULL
1629,"43/107","Nuzleaf",2,NULL
1630,"44/107","Plusle",2,NULL
1631,"45/107","Shelgon",2,NULL
1632,"46/107","Silcoon",2,NULL
1633,"47/107","Solrock",2,NULL
1634,"48/107","Starmie",2,NULL
1635,"49/107","Swellow",2,NULL
1636,"50/107","Vigoroth",2,NULL
1637,"51/107","Weezing",2,NULL
1638,"52/107","Bagon",1,NULL
1639,"53/107","Baltoy",1,NULL
1640,"54/107","Barboach",1,NULL
1641,"55/107","Beldum",1,NULL
1642,"56/107","Carvanha",1,NULL
1643,"57/107","Corphish",1,NULL
1644,"58/107","Duskull",1,NULL
1645,"59/107","Electrike",1,NULL
1646,"60/107","Electrike",1,NULL
1647,"61/107","Goldeen",1,NULL
1648,"62/107","Koffing",1,NULL
1649,"63/107","Lotad",1,NULL
1650,"64/107","Magikarp",1,NULL
1651,"65/107","Makuhita",1,NULL
1652,"66/107","Natu",1,NULL
1653,"67/107","Nincada",1,NULL
1654,"68/107","Numel",1,NULL
1655,"69/107","Phanpy",1,NULL
1656,"70/107","Poochyena",1,NULL
1657,"71/107","Seedot",1,NULL
1658,"72/107","Shroomish",1,NULL
1659,"73/107","Slakoth",1,NULL
1660,"74/107","Slugma",1,NULL
1661,"75/107","Slugma",1,NULL
1662,"76/107","Spoink",1,NULL
1663,"77/107","Staryu",1,NULL
1664,"78/107","Surskit",1,NULL
1665,"79/107","Swablu",1,NULL
1666,"80/107","Taillow",1,NULL
1667,"81/107","Wingull",1,NULL
1668,"82/107","Wurmple",1,NULL
1669,"83/107","Zubat",1,NULL
1670,"84/107","Balloon Berry",2,NULL
1671,"85/107","Crystal Shard",2,NULL
1672,"86/107","Energy Charge",2,NULL
1673,"87/107","Lady Outing",2,NULL
1674,"88/107","Master Ball",2,NULL
1675,"89/107","Meteor Falls",2,NULL
1676,"90/107","Professor Cozmo's Discovery",2,NULL
1677,"91/107","Space Center",2,NULL
1678,"92/107","Strength Charm",2,NULL
1679,"93/107","Boost Energy",2,NULL
1680,"94/107","Heal Energy",2,NULL
1681,"95/107","Scramble Energy",2,NULL
1682,"96/107","Crobat ex",10,NULL
1683,"97/107","Deoxys ex",10,NULL
1684,"98/107","Deoxys ex",10,NULL
1685,"99/107","Deoxys ex",10,NULL
1686,"100/107","Hariyama ex",10,NULL
1687,"101/107","Manectric ex",10,NULL
1688,"102/107","Rayquaza ex",10,NULL
1689,"103/107","Salamence ex",10,NULL
1690,"104/107","Sharpedo ex",10,NULL
1691,"105/107","Latias",19,NULL
1692,"106/107","Latios",19,NULL
1693,"107/107","Rayquaza",19,NULL
1694,"108/107","Rocket's Raikou ex",NULL,NULL
1695,"1/115","Ampharos",4,NULL
1696,"2/115","Ariados",4,NULL
1697,"3/115","Bellossom",4,NULL
1698,"4/115","Feraligatr",4,NULL
1699,"5/115","Flareon",4,NULL
1700,"6/115","Forretress",4,NULL
1701,"7/115","Houndoom",4,NULL
1702,"8/115","Jolteon",4,NULL
1703,"9/115","Meganium",4,NULL
1704,"10/115","Octillery",4,NULL
1705,"11/115","Poliwrath",4,NULL
1706,"12/115","Porygon2",4,NULL
1707,"13/115","Slowbro",4,NULL
1708,"14/115","Slowking",4,NULL
1709,"15/115","Sudowoodo",4,NULL
1710,"16/115","Sunflora",4,NULL
1711,"17/115","Typhlosion",4,NULL
1712,"18/115","Ursaring",4,NULL
1713,"19/115","Vaporeon",4,NULL
1714,"20/115","Chansey",3,NULL
1715,"21/115","Cleffa",3,NULL
1716,"22/115","Electabuzz",3,NULL
1717,"23/115","Elekid",3,NULL
1718,"24/115","Hitmonchan",3,NULL
1719,"25/115","Hitmonlee",3,NULL
1720,"26/115","Hitmontop",3,NULL
1721,"27/115","Ho-Oh",3,NULL
1722,"28/115","Jynx",3,NULL
1723,"29/115","Lugia",3,NULL
1724,"30/115","Murkrow",3,NULL
1725,"31/115","Smoochum",3,NULL
1726,"32/115","Stantler",3,NULL
1727,"33/115","Tyrogue",3,NULL
1728,"34/115","Aipom",2,NULL
1729,"35/115","Bayleef",2,NULL
1730,"36/115","Clefable",2,NULL
1731,"37/115","Corsola",2,NULL
1732,"38/115","Croconaw",2,NULL
1733,"39/115","Granbull",2,NULL
1734,"40/115","Lanturn",2,NULL
1735,"41/115","Magcargo",2,NULL
1736,"42/115","Miltank",2,NULL
1737,"43/115","Noctowl",2,NULL
1738,"44/115","Quagsire",2,NULL
1739,"45/115","Quilava",2,NULL
1740,"46/115","Scyther",2,NULL
1741,"47/115","Shuckle",2,NULL
1742,"48/115","Smeargle",2,NULL
1743,"49/115","Xatu",2,NULL
1744,"50/115","Yanma",2,NULL
1745,"51/115","Chikorita",1,NULL
1746,"52/115","Chinchou",1,NULL
1747,"53/115","Clefairy",1,NULL
1748,"54/115","Cyndaquil",1,NULL
1749,"55/115","Eevee",1,NULL
1750,"56/115","Flaaffy",1,NULL
1751,"57/115","Gligar",1,NULL
1752,"58/115","Gloom",1,NULL
1753,"59/115","Hoothoot",1,NULL
1754,"60/115","Houndour",1,NULL
1755,"61/115","Larvitar",1,NULL
1756,"62/115","Mareep",1,NULL
1757,"63/115","Natu",1,NULL
1758,"64/115","Oddish",1,NULL
1759,"65/115","Onix",1,NULL
1760,"66/115","Pineco",1,NULL
1761,"67/115","Poliwag",1,NULL
1762,"68/115","Poliwhirl",1,NULL
1763,"69/115","Porygon",1,NULL
1764,"70/115","Pupitar",1,NULL
1765,"71/115","Remoraid",1,NULL
1766,"72/115","Slowpoke",1,NULL
1767,"73/115","Slugma",1,NULL
1768,"74/115","Snubbull",1,NULL
1769,"75/115","Spinarak",1,NULL
1770,"76/115","Sunkern",1,NULL
1771,"77/115","Teddiursa",1,NULL
1772,"78/115","Totodile",1,NULL
1773,"79/115","Wooper",1,NULL
1774,"80/115","Curse Powder",2,NULL
1775,"81/115","Energy Recycle System",2,NULL
1776,"82/115","Energy Removal 2",2,NULL
1777,"83/115","Energy Root",2,NULL
1778,"84/115","Energy Switch",2,NULL
1779,"85/115","Fluffy Berry",2,NULL
1780,"86/115","Mary's Request",2,NULL
1781,"87/115","Poké Ball",2,NULL
1782,"88/115","Pokémon Reversal",2,NULL
1783,"89/115","Professor Elm's Training Method",2,NULL
1784,"90/115","Protective Orb",2,NULL
1785,"91/115","Sitrus Berry",2,NULL
1786,"92/115","Solid Rage",2,NULL
1787,"93/115","Warp Point",2,NULL
1788,"94/115","Energy Search",1,NULL
1789,"95/115","Potion",1,NULL
1790,"96/115","Darkness Energy",3,NULL
1791,"97/115","Metal Energy",3,NULL
1792,"98/115","Boost Energy",2,NULL
1793,"99/115","Cyclone Energy",2,NULL
1794,"100/115","Warp Energy",2,NULL
1795,"101/115","Blissey ex",10,NULL
1796,"102/115","Espeon ex",10,NULL
1797,"103/115","Feraligatr ex",10,NULL
1798,"104/115","Ho-Oh ex",10,NULL
1799,"105/115","Lugia ex",10,NULL
1800,"106/115","Meganium ex",10,NULL
1801,"107/115","Politoed ex",10,NULL
1802,"108/115","Scizor ex",10,NULL
1803,"109/115","Steelix ex",10,NULL
1804,"110/115","Typhlosion ex",10,NULL
1805,"111/115","Tyranitar ex",10,NULL
1806,"112/115","Umbreon ex",10,NULL
1807,"113/115","Entei",19,NULL
1808,"114/115","Raikou",19,NULL
1809,"115/115","Suicune",19,NULL
1810,"116/115","Rocket's Persian ex",NULL,NULL
1811,"117/115","Celebi ex",NULL,NULL
1812,"1/113","Beedrill δ",4,NULL
1813,"2/113","Crobat δ",4,NULL
1814,"3/113","Dragonite δ",4,NULL
1815,"4/113","Espeon δ",4,NULL
1816,"5/113","Flareon δ",4,NULL
1817,"6/113","Gardevoir δ",4,NULL
1818,"7/113","Jolteon δ",4,NULL
1819,"8/113","Latias δ",4,NULL
1820,"9/113","Latios δ",4,NULL
1821,"10/113","Marowak δ",4,NULL
1822,"11/113","Metagross δ",4,NULL
1823,"12/113","Mewtwo δ",4,NULL
1824,"13/113","Rayquaza δ",4,NULL
1825,"14/113","Salamence δ",4,NULL
1826,"15/113","Starmie δ",4,NULL
1827,"16/113","Tyranitar δ",4,NULL
1828,"17/113","Umbreon δ",4,NULL
1829,"18/113","Vaporeon δ",4,NULL
1830,"19/113","Azumarill δ",3,NULL
1831,"20/113","Azurill",3,NULL
1832,"21/113","Holon's Electrode",3,NULL
1833,"22/113","Holon's Magneton",3,NULL
1834,"23/113","Hypno",3,NULL
1835,"24/113","Mightyena δ",3,NULL
1836,"25/113","Porygon2",3,NULL
1837,"26/113","Rain Castform",3,NULL
1838,"27/113","Sandslash δ",3,NULL
1839,"28/113","Slowking",3,NULL
1840,"29/113","Snow-cloud Castform",3,NULL
1841,"30/113","Starmie δ",3,NULL
1842,"31/113","Sunny Castform",3,NULL
1843,"32/113","Swellow",3,NULL
1844,"33/113","Weezing",3,NULL
1845,"34/113","Castform",2,NULL
1846,"35/113","Ditto",2,NULL
1847,"36/113","Ditto",2,NULL
1848,"37/113","Ditto",2,NULL
1849,"38/113","Ditto",2,NULL
1850,"39/113","Ditto",2,NULL
1851,"40/113","Ditto",2,NULL
1852,"41/113","Dragonair δ",2,NULL
1853,"42/113","Dragonair δ",2,NULL
1854,"43/113","Golbat",2,NULL
1855,"44/113","Hariyama",2,NULL
1856,"45/113","Illumise",2,NULL
1857,"46/113","Kakuna",2,NULL
1858,"47/113","Kirlia",2,NULL
1859,"48/113","Magneton",2,NULL
1860,"49/113","Metang δ",2,NULL
1861,"50/113","Persian",2,NULL
1862,"51/113","Pupitar δ",2,NULL
1863,"52/113","Rapidash",2,NULL
1864,"53/113","Shelgon δ",2,NULL
1865,"54/113","Shelgon δ",2,NULL
1866,"55/113","Skarmory",2,NULL
1867,"56/113","Volbeat",2,NULL
1868,"57/113","Bagon δ",1,NULL
1869,"58/113","Bagon δ",1,NULL
1870,"59/113","Beldum δ",1,NULL
1871,"60/113","Cubone",1,NULL
1872,"61/113","Ditto",1,NULL
1873,"62/113","Ditto",1,NULL
1874,"63/113","Ditto",1,NULL
1875,"64/113","Ditto",1,NULL
1876,"65/113","Dratini δ",1,NULL
1877,"66/113","Dratini δ",1,NULL
1878,"67/113","Drowzee",1,NULL
1879,"68/113","Eevee δ",1,NULL
1880,"69/113","Eevee",1,NULL
1881,"70/113","Holon's Magnemite",1,NULL
1882,"71/113","Holon's Voltorb",1,NULL
1883,"72/113","Koffing",1,NULL
1884,"73/113","Larvitar δ",1,NULL
1885,"74/113","Magnemite",1,NULL
1886,"75/113","Makuhita",1,NULL
1887,"76/113","Marill",1,NULL
1888,"77/113","Meowth",1,NULL
1889,"78/113","Ponyta",1,NULL
1890,"79/113","Poochyena",1,NULL
1891,"80/113","Porygon",1,NULL
1892,"81/113","Ralts",1,NULL
1893,"82/113","Sandshrew",1,NULL
1894,"83/113","Slowpoke",1,NULL
1895,"84/113","Staryu",1,NULL
1896,"85/113","Staryu",1,NULL
1897,"86/113","Taillow",1,NULL
1898,"87/113","Weedle",1,NULL
1899,"88/113","Zubat",1,NULL
1900,"89/113","Dual Ball",2,NULL
1901,"90/113","Great Ball",2,NULL
1902,"91/113","Holon Farmer",2,NULL
1903,"92/113","Holon Lass",2,NULL
1904,"93/113","Holon Mentor",2,NULL
1905,"94/113","Holon Research Tower",2,NULL
1906,"95/113","Holon Researcher",2,NULL
1907,"96/113","Holon Ruins",2,NULL
1908,"97/113","Holon Scientist",2,NULL
1909,"98/113","Holon Transceiver",2,NULL
1910,"99/113","Master Ball",2,NULL
1911,"100/113","Super Scoop Up",2,NULL
1912,"101/113","Potion",1,NULL
1913,"102/113","Switch",1,NULL
1914,"103/113","Darkness Energy",3,NULL
1915,"104/113","Holon Energy FF",3,NULL
1916,"105/113","Holon Energy GL",3,NULL
1917,"106/113","Holon Energy WP",3,NULL
1918,"107/113","Metal Energy",3,NULL
1919,"108/113","Flareon ex",10,NULL
1920,"109/113","Jolteon ex",10,NULL
1921,"110/113","Vaporeon ex",10,NULL
1922,"111/113","Groudon",19,NULL
1923,"112/113","Kyogre",19,NULL
1924,"113/113","Metagross",19,NULL
1925,"114/113","Azumarill",NULL,NULL
1926,"1/92","Aerodactyl",4,NULL
1927,"2/92","Aggron",4,NULL
1928,"3/92","Cradily",4,NULL
1929,"4/92","Delcatty",4,NULL
1930,"5/92","Gengar",4,NULL
1931,"6/92","Golem",4,NULL
1932,"7/92","Kabutops",4,NULL
1933,"8/92","Lapras",4,NULL
1934,"9/92","Machamp",4,NULL
1935,"10/92","Mew",4,NULL
1936,"11/92","Muk",4,NULL
1937,"12/92","Shiftry",4,NULL
1938,"13/92","Victreebel",4,NULL
1939,"14/92","Wailord",4,NULL
1940,"15/92","Absol",3,NULL
1941,"16/92","Girafarig",3,NULL
1942,"17/92","Gorebyss",3,NULL
1943,"18/92","Huntail",3,NULL
1944,"19/92","Lanturn",3,NULL
1945,"20/92","Lunatone",3,NULL
1946,"21/92","Magmar",3,NULL
1947,"22/92","Magneton",3,NULL
1948,"23/92","Omastar",3,NULL
1949,"24/92","Pinsir",3,NULL
1950,"25/92","Solrock",3,NULL
1951,"26/92","Spinda",3,NULL
1952,"27/92","Torkoal",3,NULL
1953,"28/92","Wobbuffet",3,NULL
1954,"29/92","Anorith",2,NULL
1955,"30/92","Cascoon",2,NULL
1956,"31/92","Dunsparce",2,NULL
1957,"32/92","Electrode",2,NULL
1958,"33/92","Furret",2,NULL
1959,"34/92","Graveler",2,NULL
1960,"35/92","Haunter",2,NULL
1961,"36/92","Kabuto",2,NULL
1962,"37/92","Kecleon",2,NULL
1963,"38/92","Lairon",2,NULL
1964,"39/92","Machoke",2,NULL
1965,"40/92","Misdreavus",2,NULL
1966,"41/92","Nuzleaf",2,NULL
1967,"42/92","Roselia",2,NULL
1968,"43/92","Sealeo",2,NULL
1969,"44/92","Tangela",2,NULL
1970,"45/92","Tentacruel",2,NULL
1971,"46/92","Vibrava",2,NULL
1972,"47/92","Weepinbell",2,NULL
1973,"48/92","Aron",1,NULL
1974,"49/92","Bellsprout",1,NULL
1975,"50/92","Chinchou",1,NULL
1976,"51/92","Clamperl",1,NULL
1977,"52/92","Gastly",1,NULL
1978,"53/92","Geodude",1,NULL
1979,"54/92","Grimer",1,NULL
1980,"55/92","Growlithe",1,NULL
1981,"56/92","Lileep",1,NULL
1982,"57/92","Machop",1,NULL
1983,"58/92","Magby",1,NULL
1984,"59/92","Magnemite",1,NULL
1985,"60/92","Omanyte",1,NULL
1986,"61/92","Seedot",1,NULL
1987,"62/92","Sentret",1,NULL
1988,"63/92","Shuppet",1,NULL
1989,"64/92","Skitty",1,NULL
1990,"65/92","Spheal",1,NULL
1991,"66/92","Tentacool",1,NULL
1992,"67/92","Trapinch",1,NULL
1993,"68/92","Voltorb",1,NULL
1994,"69/92","Wailmer",1,NULL
1995,"70/92","Wurmple",1,NULL
1996,"71/92","Wynaut",1,NULL
1997,"72/92","Cursed Stone",2,NULL
1998,"73/92","Fieldworker",2,NULL
1999,"74/92","Full Flame",2,NULL
2000,"75/92","Giant Stump",2,NULL
2001,"76/92","Power Tree",2,NULL
2002,"77/92","Strange Cave",2,NULL
2003,"78/92","Claw Fossil",1,NULL
2004,"79/92","Mysterious Fossil",1,NULL
2005,"80/92","Root Fossil",1,NULL
2006,"81/92","Rainbow Energy",3,NULL
2007,"82/92","React Energy",2,NULL
2008,"83/92","Arcanine ex",10,NULL
2009,"84/92","Armaldo ex",10,NULL
2010,"85/92","Banette ex",10,NULL
2011,"86/92","Dustox ex",10,NULL
2012,"87/92","Flygon ex",10,NULL
2013,"88/92","Mew ex",10,NULL
2014,"89/92","Walrein ex",10,NULL
2015,"90/92","Regice",19,NULL
2016,"91/92","Regirock",19,NULL
2017,"92/92","Registeel",19,NULL
2018,"93/92","Pikachu δ",NULL,NULL
2019,"1/110","Armaldo δ",4,NULL
2020,"2/110","Cradily δ",4,NULL
2021,"3/110","Deoxys δ",4,NULL
2022,"4/110","Deoxys δ",4,NULL
2023,"5/110","Deoxys δ",4,NULL
2024,"6/110","Deoxys δ",4,NULL
2025,"7/110","Flygon δ",4,NULL
2026,"8/110","Gyarados δ",4,NULL
2027,"9/110","Kabutops δ",4,NULL
2028,"10/110","Kingdra δ",4,NULL
2029,"11/110","Latias δ",4,NULL
2030,"12/110","Latios δ",4,NULL
2031,"13/110","Omastar δ",4,NULL
2032,"14/110","Pidgeot δ",4,NULL
2033,"15/110","Raichu δ",4,NULL
2034,"16/110","Rayquaza δ",4,NULL
2035,"17/110","Vileplume δ",4,NULL
2036,"18/110","Absol",3,NULL
2037,"19/110","Bellossom δ",3,NULL
2038,"20/110","Blaziken",3,NULL
2039,"21/110","Latias δ",3,NULL
2040,"22/110","Latios δ",3,NULL
2041,"23/110","Mawile",3,NULL
2042,"24/110","Mewtwo δ",3,NULL
2043,"25/110","Nosepass",3,NULL
2044,"26/110","Rayquaza δ",3,NULL
2045,"27/110","Regice",3,NULL
2046,"28/110","Regirock",3,NULL
2047,"29/110","Registeel",3,NULL
2048,"30/110","Relicanth",3,NULL
2049,"31/110","Sableye",3,NULL
2050,"32/110","Seviper",3,NULL
2051,"33/110","Torkoal",3,NULL
2052,"34/110","Zangoose",3,NULL
2053,"35/110","Aerodactyl δ",2,NULL
2054,"36/110","Camerupt",2,NULL
2055,"37/110","Chimecho δ",2,NULL
2056,"38/110","Claydol",2,NULL
2057,"39/110","Combusken",2,NULL
2058,"40/110","Donphan",2,NULL
2059,"41/110","Exeggutor δ",2,NULL
2060,"42/110","Gloom δ",2,NULL
2061,"43/110","Golduck δ",2,NULL
2062,"44/110","Holon's Castform",2,NULL
2063,"45/110","Lairon",2,NULL
2064,"46/110","Manectric",2,NULL
2065,"47/110","Masquerain",2,NULL
2066,"48/110","Persian δ",2,NULL
2067,"49/110","Pidgeotto δ",2,NULL
2068,"50/110","Primeape δ",2,NULL
2069,"51/110","Raichu",2,NULL
2070,"52/110","Seadra δ",2,NULL
2071,"53/110","Sharpedo δ",2,NULL
2072,"54/110","Vibrava δ",2,NULL
2073,"55/110","Whiscash",2,NULL
2074,"56/110","Wobbuffet",2,NULL
2075,"57/110","Anorith δ",1,NULL
2076,"58/110","Aron",1,NULL
2077,"59/110","Baltoy",1,NULL
2078,"60/110","Barboach",1,NULL
2079,"61/110","Carvanha δ",1,NULL
2080,"62/110","Corphish",1,NULL
2081,"63/110","Corphish",1,NULL
2082,"64/110","Electrike",1,NULL
2083,"65/110","Exeggcute δ",1,NULL
2084,"66/110","Horsea δ",1,NULL
2085,"67/110","Kabuto δ",1,NULL
2086,"68/110","Lileep δ",1,NULL
2087,"69/110","Magikarp δ",1,NULL
2088,"70/110","Mankey δ",1,NULL
2089,"71/110","Meowth δ",1,NULL
2090,"72/110","Numel",1,NULL
2091,"73/110","Oddish δ",1,NULL
2092,"74/110","Omanyte δ",1,NULL
2093,"75/110","Phanpy",1,NULL
2094,"76/110","Pichu δ",1,NULL
2095,"77/110","Pidgey δ",1,NULL
2096,"78/110","Pikachu",1,NULL
2097,"79/110","Pikachu δ",1,NULL
2098,"80/110","Poochyena",1,NULL
2099,"81/110","Psyduck δ",1,NULL
2100,"82/110","Surskit",1,NULL
2101,"83/110","Torchic",1,NULL
2102,"84/110","Trapinch δ",1,NULL
2103,"85/110","Holon Adventurer",2,NULL
2104,"86/110","Holon Fossil",2,NULL
2105,"87/110","Holon Lake",2,NULL
2106,"88/110","Mr. Stone's Project",2,NULL
2107,"89/110","Professor Cozmo's Discovery",2,NULL
2108,"90/110","Rare Candy",2,NULL
2109,"91/110","Claw Fossil",1,NULL
2110,"92/110","Mysterious Fossil",1,NULL
2111,"93/110","Root Fossil",1,NULL
2112,"94/110","Darkness Energy",3,NULL
2113,"95/110","Metal Energy",3,NULL
2114,"96/110","Multi Energy",3,NULL
2115,"97/110","Dark Metal Energy",2,NULL
2116,"98/110","δ Rainbow Energy",2,NULL
2117,"99/110","Crawdaunt ex",10,NULL
2118,"100/110","Mew ex",10,NULL
2119,"101/110","Mightyena ex",10,NULL
2120,"102/110","Gyarados",19,NULL
2121,"103/110","Mewtwo",19,NULL
2122,"104/110","Pikachu",19,NULL
2123,"105/110","Grass Energy",4,NULL
2124,"106/110","Fire Energy",4,NULL
2125,"107/110","Water Energy",4,NULL
2126,"108/110","Lightning Energy",4,NULL
2127,"109/110","Psychic Energy",4,NULL
2128,"110/110","Fighting Energy",4,NULL
2129,"111/110","Mew",NULL,NULL
2130,"1/100","Dusknoir",4,88
2131,"2/100","Empoleon",4,88
2132,"3/100","Infernape",4,88
2133,"4/100","Lumineon",4,88
2134,"5/100","Magnezone",4,88
2135,"6/100","Magnezone",4,88
2136,"7/100","Mismagius",4,88
2137,"8/100","Raichu",4,88
2138,"9/100","Regigigas",4,88
2139,"10/100","Sceptile",4,88
